id,nik,card_number,name,gender,birthplace,birthday,religion,qualification,profession_type,blood_group,marital_status,wedding_date,family_relationship,citizenship,passport_number,kitap_number,father_name,mother_name,life_status
134,6101051011242850,2105011309370000,SalihaHidayanti,perempuan,pemangkat,2001-04-13,islam,smp,pelajar,A+,belum menikah,2004-03-23,Anak,WNI,,,TriRozi,MegaMazaya,hidup
135,6101051011244610,2105011309370000,MegaMazaya,perempuan,jelutung,1972-01-14,islam,sma,petani,O,menikah,2004-03-24,Ibu,WNI,,,AninditaEfrindaSasna,NoviaFebriyani,hidup
136,6101051011246360,2105011309380000,LunaSaradina,laki-laki,pemangkat,1971-04-10,islam,sma,petani,O,menikah,2004-03-25,Ayah / Kepala Keluarga,WNI,,,LutfiaPambudi,MariaRyneldaAziz,hidup
137,6101051011248120,2105011309380000,FauziyahNurkhayati,laki-laki,jelutung,2003-11-11,islam,sd,pelajar,O,belum menikah,2004-03-26,Anak,WNI,,,LunaSaradina,TangenNoviyanti,hidup
138,6101051011249880,2105011309380000,NafilaJulianto,laki-laki,jelutung,2005-06-15,islam,sd,pelajar,B,belum menikah,2004-03-27,Anak,WNI,,,LunaSaradina,TangenNoviyanti,hidup
139,6101051011251640,2105011309380000,ErmaPriyanto,perempuan,jelutung,2001-04-13,islam,smp,pelajar,B,belum menikah,2004-03-28,Anak,WNI,,,LunaSaradina,TangenNoviyanti,hidup
140,6101051011253390,2105011309380000,TangenNoviyanti,perempuan,pemangkat,1972-01-14,islam,sma,petani,B,menikah,2004-03-29,Ibu,WNI,,,SilmiMuharia,YasmineWicaksono,hidup
141,6101051011255150,2105011309390000,SiannePramantha,laki-laki,jelutung,1971-04-10,kristen,sma,petani,B,menikah,2004-03-30,Ayah / Kepala Keluarga,WNI,,,MeiraniYahya,RetnoMaulinda,hidup
142,6101051011256910,2105011309390000,CindySunday,laki-laki,pemangkat,2003-11-11,kristen,sd,pelajar,A+,belum menikah,2004-03-31,Anak,WNI,,,SiannePramantha,AdeliaSuheryanto,hidup
143,6101051011258670,2105011309390000,SarahGorat,perempuan,jelutung,2005-06-15,kristen,sd,pelajar,,belum menikah,2004-04-01,Anak,WNI,,,SiannePramantha,AdeliaSuheryanto,hidup
144,6101051011260420,2105011309390000,HaniDessyWidiyasari,perempuan,jelutung,2001-04-13,kristen,smp,pelajar,,belum menikah,2004-04-02,Anak,WNI,,,SiannePramantha,AdeliaSuheryanto,hidup
145,6101051011262180,2105011309390000,AdeliaSuheryanto,perempuan,jelutung,1972-01-14,kristen,sma,petani,,menikah,2004-04-03,Ibu,WNI,,,AssaliaAruti,ShintanyAhugrah,hidup
146,6101051011263940,2105011309400000,SafiraWidyawati,laki-laki,pemangkat,1971-04-10,budha,sma,petani,,menikah,2004-04-04,Ayah / Kepala Keluarga,WNI,,,MilatiArieska,TasyaVirgina,hidup
147,6101051011265700,2105011309400000,SeptaniaJaya,laki-laki,jelutung,2003-11-11,budha,sd,pelajar,,belum menikah,2004-04-05,Anak,WNI,,,SafiraWidyawati,GhinaOctaviana,hidup
148,6101051011267460,2105011309400000,TresnaAsih,laki-laki,pemangkat,2005-06-15,budha,sd,pelajar,O,belum menikah,2004-04-06,Anak,WNI,,,SafiraWidyawati,GhinaOctaviana,hidup
149,6101051011269210,2105011309400000,HendriyawatiArindaOktaviani,perempuan,jelutung,2001-04-13,budha,smp,pelajar,O,belum menikah,2004-04-07,Anak,WNI,,,SafiraWidyawati,GhinaOctaviana,hidup
150,6101051011270970,2105011309400000,GhinaOctaviana,perempuan,jelutung,1972-01-14,budha,sma,petani,B+,menikah,2004-04-08,Ibu,WNI,,,FriscaChusnurNoverlia,LisnaFauzunuria,hidup
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
